voca_type,unique_id,day,day_no,word,meaning,english_meaning,pos,theme,theme_ko,priority_score,priority_band,rating,example,translation,paraphrase,paraphrase_translation,question,question_ko,collocation,collocations_json,collocations_ko_json,synonym_used,synonyms_json,phrase,memory_ko,icon,background,original_day,original_no,dataset_version,app_ready,QC2_Status,QC2_Score,QC2_Grade,pattern_recommended,pattern_ko_recommended,QC_Score,QC_Grade,QC_Issues,QC_Status,pattern_candidate_1,pattern_ko_candidate_1,pattern_candidate_2,pattern_ko_candidate_2,pattern_candidate_3,pattern_ko_candidate_3,generation_task,pattern_category,generation_word_sense,generation_context,generation_length_target,generation_structure,QC2_Issue,practice_sentence_ids,practice_sentences_en,practice_sentences_ko,practice_sentence_types,practice_situations,practice_review_words,record_type,practice_id,practice_order,practice_type,practice_situation,practice_sentence_en,practice_sentence_ko,practice_target_words,practice_target_word_meanings,practice_target_patterns,practice_pattern_meanings,practice_opic_level,practice_active,practice_extra_patterns,practice_extra_pattern_meanings,practice_extra_pattern_surfaces,practice_target_word_ko_surfaces,practice_target_pattern_ko_surfaces,practice_extra_pattern_ko_surfaces,practice_target_pattern_ko_segments,practice_extra_pattern_ko_segments,practice_patterns
TOEFL,T_D01_29,1,29,approach,접근하다; 접근법,"come close, move toward, near, reach; method, way",v./n.,Everyday Essentials,일상에서 바로 쓰는 핵심 표현,72,Core,4,"The way I see it, their approach was too cautious.",내가 보기에는 그들의 접근법이 너무 조심스러웠다.,I think their approach was overly cautious.,그들의 접근법은 지나치게 조심스럽다고 생각한다.,Was their approach cautious?,그들의 접근법은 조심스러웠나요?,approach the problem,"[""approach the problem"",""novel approach"",""different approach""]","[""문제에 접근하다"",""새로운 접근법"",""다른 접근법""]",yes,"[""method"",""approach""]",,approach = 접근(법).,,,18,44,TOEFL_30x56_FINAL,yes,PASS,95,A,"The way I see it, ...",내가 보기에는 / 내 생각에는,95,A,,PASS,There's no way ...,,like the way you ...,,"The way I see it, ...",,create example,,접근하다; 접근법,Daily Life,10,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D01_30,1,30,complex,"복잡한; 복합 건물, 복합체","intricate, complicated, elaborate, involved; group of buildings/system",adj./n.,Everyday Essentials,일상에서 바로 쓰는 핵심 표현,72,Core,4,What's the point of making this task so complex?,이 작업을 이렇게 복잡하게 만드는게 무슨 의미가 있나요?,Why make the task so complex?,왜 그 일을 그렇게 복잡하게 만들죠?,Why make it complex?,왜 이걸 복잡하게 만드나요?,complex issue,"[""complex system"",""too complex"",""complex issue""]","[""복잡한 시스템"",""너무 복잡한"",""복잡한 문제""]",yes,"[""complicated"",""intricate""]",,complex = 복잡한.,,,15,3,TOEFL_30x56_FINAL,yes,PASS,95,A,What's the point of ...,~해 봤자 무슨 소용이야?,95,A,,PASS,You of all people ...,,What's the point of ...?,,Which of the / these ... ?,,create example,,복잡한,Shopping & Services,9,question,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D02_01,2,1,consume,소비하다; 소멸시키다; 먹다,"expend, use up, exhaust; destroy, devastate, demolish; eat, devour",v.,Everyday Essentials,일상에서 바로 쓰는 핵심 표현,72,Core,4,I don't feel up to consuming another lecture today.,오늘은 강의를 더 소화할 여유가 없다.,I lack the energy to sit through another lecture.,나는 강의를 하나 더 듣고 견딜 힘이 없다.,Why doesn't the speaker want another lecture?,화자는 왜 강의를 하나 더 듣고 싶어하지 않나요?,consume resources,"[""consume resources"",""consume energy"",""consume time""]","[""자원을 소비하다"",""에너지를 소비하다"",""시간을 소모하다""]",consume,"[""use up"",""devour"",""absorb""]",consume resources,"consume = (음식·자원 등을) 소비하다, 소모하다",,,18,9,TOEFL_30x56_FINAL,1,DONE,98,A,I don't feel up to ...,~할 기분이나 상태가 아니다,98,A,,PASS,What's up with ...?,,I'm fed up with ...,,Didn't you use to ... ?,,Create one example sentence using the specified pattern.,,감당할/소화할 여유가 없다,School & Learning,9,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D02_02,2,2,dynamic,역동적인; 원동력,"active, energetic, vigorous, robust; energy, power, driving force",adj./n.,Everyday Essentials,일상에서 바로 쓰는 핵심 표현,72,Core,4,How do you like the city's dynamic nightlife?,도시의 역동적인 야간 문화는 어때요?,Do you enjoy how energetic the city's nightlife is?,도시의 야간 문화가 얼마나 활기찬지 즐기나요?,What is being asked about the city?,도시에 대해 무엇을 묻고 있나요?,dynamic nightlife,"[""dynamic city"",""dynamic nightlife"",""dynamic environment""]","[""역동적인 도시"",""역동적인 야간 문화"",""역동적인 환경""]",dynamic,"[""energetic"",""lively"",""vigorous""]",dynamic city,dynamic = 활기차고 에너지가 넘치는,,,17,44,TOEFL_30x56_FINAL,1,DONE,97,A,How do you like ... ?,~이 어때요? / 어떻게 생각하세요?,97,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create one example sentence using the specified pattern.,,"역동적인, 활기찬",Travel,8,question,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D02_03,2,3,flexible,"유연한, 융통성 있는","pliable, bendable; adaptable, adjustable",adj.,Everyday Essentials,일상에서 바로 쓰는 핵심 표현,72,Core,4,I'm not used to flexible hours yet.,아직 유연한 근무 시간에 익숙하지 않다.,I haven't adapted to having variable work hours.,변동적인 근무 시간에 적응하지 못했다.,What does the speaker struggle with?,화자는 무엇에 익숙하지 않나요?,flexible hours,"[""flexible hours"",""flexible schedule"",""flexible approach""]","[""유연한 근무시간"",""유연한 일정"",""융통성 있는 접근""]",flexible,"[""adaptable"",""pliable"",""adjustable""]",flexible hours,"flexible = 상황에 맞게 조정 가능한, 유연한",,,6,5,TOEFL_30x56_FINAL,1,DONE,96,A,I'm not used to ...ing,~하는 것에 익숙하지 않다,96,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create one example sentence using the specified pattern.,,"유연한, 융통성 있는",Family & Friends,7,question,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D02_04,2,4,regular,"정기적인, 일정한","routine, ordinary; consistent",adj.,Everyday Essentials,일상에서 바로 쓰는 핵심 표현,72,Core,4,I'll be sure to schedule regular check-ins weekly.,정기적인 체크인을 매주 일정에 넣을게요.,I will arrange routine meetings every week.,매주 정기 회의를 잡을 것입니다.,What will the speaker arrange?,화자는 무엇을 일정에 넣을 건가요?,regular check-ins,"[""regular check-ins"",""regular updates"",""regular schedule""]","[""정기적인 체크인"",""정기적인 보고"",""정기적인 일정""]",regular,"[""routine"",""consistent"",""periodic""]",regular check-ins,regular = 규칙적이고 정기적인,,,28,45,TOEFL_30x56_FINAL,1,DONE,98,A,I'll be sure to ...,반드시 ~할게요,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create one example sentence using the specified pattern.,,"정기적인, 규칙적인",Business,9,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D02_05,2,5,secure,확보하다; 안전한,"obtain, get, acquire, procure; safe",v./adj.,Everyday Essentials,일상에서 바로 쓰는 핵심 표현,72,Core,4,How did you get him to secure the package?,어떻게 그에게 소포를 안전하게 보관하게 했어?,What method did you use to make him ensure the package's safety?,그가 소포를 안전하게 하도록 어떻게 설득했나요?,What is the speaker asking about?,화자는 무엇에 대해 묻고 있나요?,secure the package,"[""secure funding"",""secure the site"",""secure the package""]","[""자금을 확보하다"",""현장을 안전하게 하다"",""소포를 안전하게 하다""]",secure,"[""obtain"",""ensure"",""protect""]",secure funding,"secure = 확보하다, 안전하게 하다",,,17,26,TOEFL_30x56_FINAL,1,DONE,96,A,How did you get ... to?,어떻게 ~하게 했어?,96,A,,PASS,I don't get ...,,How did you get ... to?,,I'll see ...,,Create one example sentence using the specified pattern.,,확보하다; 안전하게 하다,Daily Life,9,question,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D02_06,2,6,solid,"확고한, 견고한","substantial, fixed, sturdy, robust",adj.,Everyday Essentials,일상에서 바로 쓰는 핵심 표현,72,Core,5,I'll let you know when we have a solid plan.,확실한 계획이 생기면 알려줄게요.,I'll inform you once the plan is firm and reliable.,계획이 확고해지면 알려주겠습니다.,When will the speaker inform the listener?,화자는 언제 상대에게 알릴 건가요?,solid plan,"[""solid foundation"",""solid plan"",""solid evidence""]","[""견고한 기반"",""확고한 계획"",""확실한 증거""]",solid,"[""sturdy"",""substantial"",""robust""]",solid plan,solid = 단단하고 확고한,,,1,45,TOEFL_30x56_FINAL,1,DONE,97,A,I'll let you know ...,~을 알려줄게요,97,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create one example sentence using the specified pattern.,,"견고한, 확고한",Business,10,question,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D02_07,2,7,stress,"강조하다; 중점, 강조","emphasize, highlight, underline; emphasis, accent",v./n.,Everyday Essentials,일상에서 바로 쓰는 핵심 표현,72,Core,4,I'll be sure to stress the deadline in the email.,이메일에 마감일을 꼭 강조할게요.,I will emphasize the due date when I send the email.,이메일을 보낼 때 마감일을 강조하겠습니다.,What will the speaker emphasize?,화자는 무엇을 강조할 건가요?,stress the deadline,"[""stress the deadline"",""stress importance"",""stress the point""]","[""마감일을 강조하다"",""중요성을 강조하다"",""요점을 강조하다""]",stress,"[""emphasize"",""highlight"",""underscore""]",stress the deadline,"stress = 강조하다, 중요하게 말하다",,,18,35,TOEFL_30x56_FINAL,1,DONE,98,A,I'll be sure to ...,반드시 ~할게요,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create one example sentence using the specified pattern.,,강조하다,Daily Life,10,request_or_suggestion,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D02_08,2,8,ultimate,"최후의, 궁극적인; 근본적인","eventual, final, supreme; fundamental, basic, primary",adj.,Everyday Essentials,일상에서 바로 쓰는 핵심 표현,72,Core,4,"I'll tell you what, visit the ultimate viewpoint at sunset.","내가 말하는데, 일몰에 그 최고의 전망대로 가봐.",Here's an idea: go to the best lookout point at sunset.,아이디어 하나: 최고의 전망대에 일몰 때 가보라.,What suggestion does the speaker give?,화자는 어떤 제안을 하나요?,ultimate viewpoint,"[""ultimate goal"",""ultimate decision"",""ultimate viewpoint""]","[""궁극적인 목표"",""최종 결정"",""최고의 전망대""]",ultimate,"[""final"",""supreme"",""definitive""]",ultimate goal,"ultimate = 최종의, 최고(궁극적인)",,,17,3,TOEFL_30x56_FINAL,1,DONE,97,A,"I'll tell you what, ...","있잖아, 내가 이렇게 할게",97,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create one example sentence using the specified pattern.,,"궁극적인, 최종적인",Travel,10,request_or_suggestion,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D02_09,2,9,essential,1. 근본적인 / 2. 필수적인,"1. fundamental / 2. indispensable, required",adj.,Everyday Essentials,일상에서 바로 쓰는 핵심 표현,71,Core,4,I'll be sure to bring essential documents to dinner.,저녁 식사에 필수 서류를 꼭 챙겨갈게요.,I will remember to bring the necessary documents to the dinner.,필요한 서류를 저녁에 꼭 가져가겠다.,What will the speaker bring to dinner?,화자는 저녁에 무엇을 가져갈 건가요?,essential documents,"[""essential items"",""essential documents"",""essential information""]","[""필수 항목"",""필수 서류"",""필수 정보""]",essential,"[""indispensable"",""necessary"",""fundamental""]",essential documents,"essential = 필수적인, 없어서는 안 될",,,20,15,TOEFL_30x56_FINAL,1,DONE,98,A,I'll be sure to ...,반드시 ~할게요,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create one example sentence using the specified pattern.,,필수적인,Family & Friends,9,request_or_suggestion,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D02_10,2,10,immediate,1. 즉각적인 / 2. 인접한,"1. instant, prompt, on-the-spot / 2. nearest, neighboring, adjacent",adj.,Everyday Essentials,일상에서 바로 쓰는 핵심 표현,71,Core,4,I'd appreciate it if you could provide immediate assistance.,즉각적인 도움을 주실 수 있다면 감사하겠습니다.,Please give help right away; I would be grateful.,지금 바로 도움을 주시면 감사하겠습니다.,What is the speaker requesting?,화자는 무엇을 요청하고 있나요?,immediate assistance,"[""immediate response"",""immediate action"",""immediate assistance""]","[""즉각적인 응답"",""즉각적인 조치"",""즉각적인 도움""]",immediate,"[""instant"",""prompt"",""on-the-spot""]",immediate assistance,"immediate = 즉각적인, 지체 없는",,,23,50,TOEFL_30x56_FINAL,1,DONE,99,A,I'd appreciate it if you could ...,~해 주시면 감사하겠습니다,99,A,,PASS,... to say the least,,like the way you ...,,You're the one who ...,,Create one example sentence using the specified pattern.,,즉각적인,Shopping & Services,9,request_or_suggestion,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D02_11,2,11,virtual,"거의 ~와 다름없는, 사실상의",almost complete,adj.,Everyday Essentials,일상에서 바로 쓰는 핵심 표현,54,Bridge,3,I'll let you know when the virtual lecture is uploaded.,가상 강의가 업로드되면 알려줄게요.,I'll inform you once the online lecture becomes available.,온라인 강의가 제공되면 알려드리겠다.,When will the speaker inform the listener?,화자는 언제 상대에게 알릴 건가요?,virtual lecture,"[""virtual meeting"",""virtual classroom"",""virtual lecture""]","[""가상 회의"",""가상 교실"",""가상 강의""]",virtual,"[""almost"",""practically"",""nearly""]",virtual classroom,"virtual = 사실상의, 현실과 거의 같은",,,11,57,TOEFL_30x56_FINAL,1,DONE,96,A,I'll let you know ...,~을 알려줄게요,96,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create one example sentence using the specified pattern.,,"사실상의, 거의 ~와 다름없는",School & Learning,10,request_or_suggestion,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D02_12,2,12,visible,"눈에 띄는, 명백한",perceptible,adj.,Everyday Essentials,일상에서 바로 쓰는 핵심 표현,54,Bridge,3,Turns out that the stain was visible under bright light.,밝은 빛 아래에서 그 얼룩이 눈에 띄는 것으로 드러났어요.,It became clear that the mark could be seen in strong light.,강한 빛에서 그 자국이 보인다는 것이 분명해졌다.,What did they discover about the stain?,얼룩에 대해 무엇을 발견했나요?,visible under light,"[""clearly visible"",""visible under light"",""visible evidence""]","[""명확히 보이는"",""빛 아래에서 눈에 띄는"",""명백한 증거""]",visible,"[""noticeable"",""perceptible"",""apparent""]",clearly visible,"visible = 눈에 띄는, 명백한",,,10,57,TOEFL_30x56_FINAL,1,DONE,95,A,Turns out (that) ...,알고 보니 ~였다,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create one example sentence using the specified pattern.,,"눈에 띄는, 명백한",Daily Life,10,conditional,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D02_13,2,13,wrought,만들어진,"created, formed, manufactured",adj.,Everyday Essentials,일상에서 바로 쓰는 핵심 표현,54,Bridge,3,"I must admit, this design was beautifully wrought by experts.",솔직히 말하면 이 디자인은 전문가들에 의해 정교하게 만들어졌어요.,I confess the design was skillfully created by professionals.,솔직히 그 디자인은 전문가들이 능숙하게 만든 것이다.,What is the speaker admitting about the design?,화자는 디자인에 대해 무엇을 인정하나요?,beautifully wrought,"[""finely wrought"",""beautifully wrought"",""carefully wrought""]","[""정교하게 만들어진"",""아름답게 만들어진"",""세심하게 제작된""]",wrought,"[""crafted"",""created"",""forged""]",finely wrought,"wrought = 만들어진, 정교하게 제작된",,,25,10,TOEFL_30x56_FINAL,1,DONE,96,A,"I must admit, ...",솔직히 인정하자면 ~,96,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create one example sentence using the specified pattern.,,"만들어진, 정교하게 만들어진",Business,10,conditional,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D02_14,2,14,abandoned,버려진,"no longer occupied, deserted, vacant",adj.,Everyday Essentials,일상에서 바로 쓰는 핵심 표현,53,Bridge,3,There's no excuse for leaving abandoned devices running overnight.,밤새 방치된 기기를 켜둔 것에 대한 변명은 없다.,Leaving unused devices powered overnight is inexcusable.,사용하지 않는 기기를 밤새 켜두는 것은 용납될 수 없다.,What behavior does the speaker condemn?,화자는 어떤 행동을 비난하나요?,abandoned devices,"[""abandoned building"",""abandoned device"",""abandoned project""]","[""버려진 건물"",""버려진 기기"",""중단된 프로젝트""]",abandoned,"[""deserted"",""vacant"",""left behind""]",abandoned building,"abandoned = 버려진, 방치된",,,13,24,TOEFL_30x56_FINAL,1,DONE,97,A,There's no excuse for ...,~은 변명의 여지가 없다,97,A,,PASS,No one would ...,,There's no way ...,,There's no excuse for ...,,Create one example sentence using the specified pattern.,,"버려진, 방치된",Technology,9,conditional,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
